sample	gcf_id	abund
ERR2604100	285	1.01773463387315
ERR2604100	334	5.28105583031842
ERR2604100	349	1.06037669424397
ERR2604100	391	8.5171889970879
ERR2604100	410	1.03834730957372
ERR2604100	454	2.11104376393104
ERR2604100	497	2.22972887815083
ERR2604100	541	4.35926713832695
ERR2604100	572	1.11946881209713
ERR2604100	714	1.04074206938964
ERR2604100	847	1.13199533644237
ERR2604100	931	1.08473221422862
ERR2604100	948	2.05540417801998
ERR2604100	1026	2.13807694866198
ERR2604101	3	1.0606401384083
ERR2604101	17	1.09424756034926
ERR2604101	42	1.05253706602818
ERR2604101	51	1.06609151132337
ERR2604101	192	1.07346578097386
ERR2604101	241	3.18885995846731
ERR2604101	319	1.05144374377697
ERR2604101	334	3.11906884949753
ERR2604101	349	1.02879414572065
ERR2604101	369	5.41444352926172
ERR2604101	391	2.06896522380354
ERR2604101	465	1.0439672801636
ERR2604101	541	1.07663736535843
ERR2604101	714	1.03211157963023
ERR2604101	807	1.04192766215397
ERR2604101	948	1.1107716828264
ERR2604102	80	2.07550816525597
ERR2604102	106	1.00510705165979
ERR2604102	241	1.06599552572707
ERR2604102	349	1.03072522605647
ERR2604102	391	3.12220531000156
ERR2604102	465	1.04032406554962
ERR2604102	527	1.04612326043738
ERR2604103	16	1.06420110317389
ERR2604103	51	1.08646808510638
ERR2604103	210	1.03251798561151
ERR2604103	338	1.07541800071149
ERR2604103	349	1.03827314238273
ERR2604103	369	1.04129984464008
ERR2604103	391	6.36523917343903
ERR2604103	454	2.06671881074441
ERR2604103	465	1.04349686252139
ERR2604103	527	1.06158617634027
ERR2604103	572	1.09182989498771
ERR2604103	807	1.03624632318057
ERR2604103	1026	1.06563948390329
ERR2604104	3	1.03091521273339
ERR2604104	51	1.10850111856823
ERR2604104	80	3.12379133264064
ERR2604104	133	1.05050929960037
ERR2604104	195	1.08086670535887
ERR2604104	241	1.07231695085256
ERR2604104	277	1.09934735315446
ERR2604104	321	1.1188591906824
ERR2604104	334	3.10432650247648
ERR2604104	369	5.47393911485384
ERR2604104	391	5.29685004843862
ERR2604104	454	1.01978791895474
ERR2604104	465	1.05651520841157
ERR2604104	541	1.09160527336177
ERR2604104	553	1.00959342165372
ERR2604104	690	1.02918141830276
ERR2604104	807	1.06094167712368
ERR2604104	809	1.07048088520636
ERR2604104	810	1.06474677259186
ERR2604104	1026	1.08151990077799
ERR2604105	277	1.08214371161975
ERR2604105	334	1.01826484018265
ERR2604105	391	2.090231132471
ERR2604106	16	1.03380606860158
ERR2604106	51	2.04158575805752
ERR2604106	97	2.04478729384069
ERR2604106	124	1.01635336761359
ERR2604106	192	1.05560235888795
ERR2604106	241	3.16111710919053
ERR2604106	277	1.04006511712038
ERR2604106	334	3.08505061184957
ERR2604106	349	1.02909019914096
ERR2604106	369	2.26205197030099
ERR2604106	391	3.249789528544
ERR2604106	527	1.02218934911243
ERR2604106	534	1.03384543398581
ERR2604106	550	1.01563636363636
ERR2604106	948	1.01978424425779
ERR2604106	1015	1.03295096716149
ERR2604107	55	1.00799160477882
ERR2604107	97	1.03945038600467
ERR2604107	133	1.00733321409408
ERR2604107	277	1.04232804232804
ERR2604107	334	1.04054054054054
ERR2604107	369	2.04805753612055
ERR2604107	454	1.05333093912731
ERR2604107	527	1.06902518746395
ERR2604107	720	1.02180527383367
ERR2604107	1015	1.02006216445324
ERR2604108	3	1.0540381214384
ERR2604108	16	3.1261912324155
ERR2604108	153	1.18519700111661
ERR2604108	210	1.06828619772782
ERR2604108	334	2.05827241384864
ERR2604108	391	2.09088271119171
ERR2604108	527	1.05892612433038
ERR2604108	690	1.02963421015079
ERR2604109	16	1.07966784796053
ERR2604109	97	1.02591762398431
ERR2604109	210	2.16543337263805
ERR2604109	277	1.07291464125997
ERR2604109	334	2.0531813640228
ERR2604109	389	1.04379792869001
ERR2604109	527	1.04787786747662
ERR2604109	533	1.02471584407659
ERR2604109	690	1.04361889359273
ERR2604110	16	2.07603062133523
ERR2604110	690	1.03443847214955
